Wind power [kW];Nuclear power plant [kW];Demand [kWh];Total power supply [Kw];Supply - Demand;;;;;
991,639;1379032,26;1324196;1380023,899;55827,899;;;;;
1098,18;1379032,26;1422801;1380130,44;-42670,56;;;;;
1304,055;1379032,26;1504886;1380336,315;-124549,685;;;;;
1532,974;1379032,26;1499398;1380565,234;-118832,766;;;;;
1725,804;1379032,26;1470404;1380758,064;-89645,936;;;;;
2212,008;1379032,26;1435073;1381244,268;-53828,732;;;;;
2617,796;1379032,26;1418896;1381650,056;-37245,944;;;;;
2790,078;1379032,26;1392133;1381822,338;-10310,662;;;;;
2912,246;1379032,26;1354680;1381944,506;27264,506;;;;;
2921,295;1379032,26;1339479;1381953,555;42474,555;;;;;
2864,21;1379032,26;1371877;1381896,47;10019,47;;;;;
2815,001;1379032,26;1488020;1381847,261;-106172,739;;;;;
2762,815;1379032,26;1713516;1381795,075;-331720,925;;;;;
2679,174;1379032,26;1778349;1381711,434;-396637,566;;;;;
2506,904;1379032,26;1726674;1381539,164;-345134,836;;;;;
2262,953;1379032,26;1653197;1381295,213;-271901,787;;;;;
2142,486;1379032,26;1597669;1381174,746;-216494,254;;;;;
2118,02;1379032,26;1549285;1381150,28;-168134,72;;;;;
2126,916;1379032,26;1492174;1381159,176;-111014,824;;;;;
2183,943;1425000;1451434;1427183,943;-24250,057;;;;;
2264,247;1425000;1423599;1427264,247;3665,247;;;;;
2272,48;1425000;1411431;1427272,48;15841,48;;;;;
2251,892;1425000;1406501;1427251,892;20750,892;;;;;
2180,035;1425000;1410012;1427180,035;17168,035;;;;;
2117,956;1425000;1424250;1427117,956;2867,956;;;;;
1985,736;1425000;1456932;1426985,736;-29946,264;;;;;
1660,055;1425000;1501007;1426660,055;-74346,945;;;;;
1702,583;1425000;1568156;1426702,583;-141453,417;;;;;
1728,572;1425000;1573873;1426728,572;-147144,428;;;;;
1713,205;1425000;1556976;1426713,205;-130262,795;;;;;
1890,487;1425000;1540570;1426890,487;-113679,513;;;;;
2083,365;1425000;1509950;1427083,365;-82866,635;;;;;
2106,539;1425000;1477684;1427106,539;-50577,461;;;;;
1977,303;1425000;1462571;1426977,303;-35593,697;;;;;
1790,087;1425000;1485220;1426790,087;-58429,913;;;;;
1534,559;1425000;1571918;1426534,559;-145383,441;;;;;
1261,464;1425000;1742951;1426261,464;-316689,536;;;;;
1289,137;1425000;1765483;1426289,137;-339193,863;;;;;
1264,411;1425000;1688064;1426264,411;-261799,589;;;;;
1304,867;1425000;1598357;1426304,867;-172052,133;;;;;
1352,13;1425000;1531580;1426352,13;-105227,87;;;;;
1477,569;1425000;1478422;1426477,569;-51944,431;;;;;
1807,604;1425000;1413420;1426807,604;13387,604;;;;;
2411,03;1229838,71;1364122;1232249,74;-131872,26;;;;;
2760,537;1229838,71;1328331;1232599,247;-95731,753;;;;;
2807,364;1229838,71;1313483;1232646,074;-80836,926;;;;;
2958,805;1229838,71;1303974;1232797,515;-71176,485;;;;;
3076,74;1229838,71;1306072;1232915,45;-73156,55;;;;;
3130,527;1229838,71;1317759;1232969,237;-84789,763;;;;;
3142,616;1229838,71;1347595;1232981,326;-114613,674;;;;;
3132,845;1229838,71;1388540;1232971,555;-155568,445;;;;;
3071,041;1229838,71;1460633;1232909,751;-227723,249;;;;;
2895,049;1229838,71;1521267;1232733,759;-288533,241;;;;;
2712,741;1229838,71;1540132;1232551,451;-307580,549;;;;;
2603,444;1229838,71;1554108;1232442,154;-321665,846;;;;;
2505,654;1229838,71;1537770;1232344,364;-305425,636;;;;;
2407,833;1229838,71;1518617;1232246,543;-286370,457;;;;;
2280,719;1229838,71;1496517;1232119,429;-264397,571;;;;;
2237,123;1229838,71;1506014;1232075,833;-273938,167;;;;;
2122,58;1229838,71;1575105;1231961,29;-343143,71;;;;;
2095,609;1229838,71;1724289;1231934,319;-492354,681;;;;;
1947,643;1229838,71;1741411;1231786,353;-509624,647;;;;;
1773,156;1229838,71;1676992;1231611,866;-445380,134;;;;;
1638,63;1229838,71;1588688;1231477,34;-357210,66;;;;;
1446,883;1229838,71;1500982;1231285,593;-269696,407;;;;;
1282,607;1229838,71;1403827;1231121,317;-172705,683;;;;;
1272,646;1229838,71;1307327;1231111,356;-76215,644;;;;;
1100,773;1406451,61;1256175;1407552,383;151377,383;;;;;
1074,897;1406451,61;1225435;1407526,507;182091,507;;;;;
1070,417;1406451,61;1216927;1407522,027;190595,027;;;;;
1107,931;1406451,61;1209691;1407559,541;197868,541;;;;;
1150,915;1406451,61;1213020;1407602,525;194582,525;;;;;
1106,06;1406451,61;1254778;1407557,67;152779,67;;;;;
1106,801;1406451,61;1350126;1407558,411;57432,411;;;;;
1126,82;1406451,61;1418061;1407578,43;-10482,57;;;;;
1074,971;1406451,61;1409979;1407526,581;-2452,419;;;;;
1417,704;1406451,61;1386894;1407869,314;20975,314;;;;;
1969,815;1406451,61;1356779;1408421,425;51642,425;;;;;
2329,201;1406451,61;1342484;1408780,811;66296,811;;;;;
2475,427;1406451,61;1326328;1408927,037;82599,037;;;;;
2477,053;1406451,61;1288992;1408928,663;119936,663;;;;;
2424,369;1406451,61;1288569;1408875,979;120306,979;;;;;
2364,697;1406451,61;1309786;1408816,307;99030,307;;;;;
2445,438;1406451,61;1400035;1408897,048;8862,048;;;;;
2489,955;1406451,61;1557211;1408941,565;-148269,435;;;;;
2364,607;1406451,61;1572105;1408816,217;-163288,783;;;;;
2270,919;1406451,61;1512278;1408722,529;-103555,471;;;;;
2178,546;1406451,61;1432209;1408630,156;-23578,844;;;;;
2046,96;1406451,61;1348747;1408498,57;59751,57;;;;;
2000,337;1406451,61;1262284;1408451,947;146167,947;;;;;
1903,677;1406451,61;1171873;1408355,287;236482,287;;;;;
1939,845;1417741,94;1127184;1419681,785;292497,785;;;;;
1974,516;1417741,94;1109490;1419716,456;310226,456;;;;;
1956,268;1417741,94;1111384;1419698,208;308314,208;;;;;
1871,516;1417741,94;1111924;1419613,456;307689,456;;;;;
1791,281;1417741,94;1120872;1419533,221;298661,221;;;;;
1802,98;1417741,94;1160742;1419544,92;258802,92;;;;;
1703,683;1417741,94;1261710;1419445,623;157735,623;;;;;
1512,853;1417741,94;1333850;1419254,793;85404,793;;;;;
1372,092;1417741,94;1322457;1419114,032;96657,032;;;;;
1442,913;1417741,94;1313905;1419184,853;105279,853;;;;;
1595,75;1417741,94;1308311;1419337,69;111026,69;;;;;
1558,139;1417741,94;1309291;1419300,079;110009,079;;;;;
1459,678;1417741,94;1304801;1419201,618;114400,618;;;;;
1275,716;1417741,94;1266686;1419017,656;152331,656;;;;;
1419,15;1417741,94;1244264;1419161,09;174897,09;;;;;
1773,156;1417741,94;1262640;1419515,096;156875,096;;;;;
1728,968;1417741,94;1365911;1419470,908;53559,908;;;;;
1623,599;1417741,94;1569211;1419365,539;-149845,461;;;;;
1562,97;1417741,94;1616915;1419304,91;-197610,09;;;;;
1565,677;1417741,94;1572261;1419307,617;-152953,383;;;;;
1585,802;1417741,94;1499594;1419327,742;-80266,258;;;;;
1635,639;1417741,94;1418403;1419377,579;974,579;;;;;
1693,725;1417741,94;1320562;1419435,665;98873,665;;;;;
1779,419;1417741,94;1229767;1419521,359;189754,359;;;;;
1878,608;1415322,58;1184417;1417201,188;232784,188;;;;;
1957,101;1415322,58;1160569;1417279,681;256710,681;;;;;
1994,166;1415322,58;1150399;1417316,746;266917,746;;;;;
2002,629;1415322,58;1149543;1417325,209;267782,209;;;;;
1988,602;1415322,58;1160115;1417311,182;257196,182;;;;;
1959,987;1415322,58;1202990;1417282,567;214292,567;;;;;
1906,777;1415322,58;1304016;1417229,357;113213,357;;;;;
1674,107;1415322,58;1370408;1416996,687;46588,687;;;;;
1533,974;1415322,58;1368233;1416856,554;48623,554;;;;;
1616,197;1415322,58;1344132;1416938,777;72806,777;;;;;
2037,683;1415322,58;1339755;1417360,263;77605,263;;;;;
2305,045;1415322,58;1354390;1417627,625;63237,625;;;;;
2470,83;1415322,58;1370136;1417793,41;47657,41;;;;;
2582,913;1415322,58;1366528;1417905,493;51377,493;;;;;
2630,181;1415322,58;1377600;1417952,761;40352,761;;;;;
2616,61;1415322,58;1407543;1417939,19;10396,19;;;;;
2575,947;1415322,58;1472246;1417898,527;-54347,473;;;;;
2559,273;1415322,58;1612270;1417881,853;-194388,147;;;;;
2538,081;1415322,58;1615646;1417860,661;-197785,339;;;;;
2458,496;1415322,58;1550863;1417781,076;-133081,924;;;;;
2336,285;1415322,58;1465890;1417658,865;-48231,135;;;;;
2235,04;1415322,58;1369707;1417557,62;47850,62;;;;;
2004,04;1415322,58;1258287;1417326,62;159039,62;;;;;
1683,72;1415322,58;1156711;1417006,3;260295,3;;;;;
1467,685;1412096,77;1096771;1413564,455;316793,455;;;;;
1292,379;1412096,77;1065242;1413389,149;348147,149;;;;;
1091,45;1412096,77;1075188;1413188,22;338000,22;;;;;
1003,642;1412096,77;1104695;1413100,412;308405,412;;;;;
943,356;1412096,77;1121411;1413040,126;291629,126;;;;;
959,904;1412096,77;1165501;1413056,674;247555,674;;;;;
833,725;1412096,77;1277933;1412930,495;134997,495;;;;;
682,37;1412096,77;1365176;1412779,14;47603,14;;;;;
581,045;1412096,77;1395888;1412677,815;16789,815;;;;;
519,116;1412096,77;1408406;1412615,886;4209,886;;;;;
521,07;1412096,77;1408192;1412617,84;4425,84;;;;;
533,67;1412096,77;1394739;1412630,44;17891,44;;;;;
577,464;1412096,77;1358551;1412674,234;54123,234;;;;;
576,751;1412096,77;1327078;1412673,521;85595,521;;;;;
610,644;1412096,77;1326912;1412707,414;85795,414;;;;;
754,276;1412096,77;1361257;1412851,046;51594,046;;;;;
774,349;1412096,77;1447956;1412871,119;-35084,881;;;;;
672,533;1412096,77;1612942;1412769,303;-200172,697;;;;;
539,127;1412096,77;1656140;1412635,897;-243504,103;;;;;
410,93;1412096,77;1617401;1412507,7;-204893,3;;;;;
350,005;1412096,77;1545638;1412446,775;-133191,225;;;;;
391,889;1412096,77;1471202;1412488,659;-58713,341;;;;;
523,347;1412096,77;1379193;1412620,117;33427,117;;;;;
603,958;1412096,77;1284225;1412700,728;128475,728;;;;;
625,252;1328225,81;1223590;1328851,062;105261,062;;;;;
608,525;1328225,81;1192608;1328834,335;136226,335;;;;;
599,665;1328225,81;1184707;1328825,475;144118,475;;;;;
674,916;1328225,81;1187184;1328900,726;141716,726;;;;;
770,114;1328225,81;1198940;1328995,924;130055,924;;;;;
943,894;1328225,81;1245119;1329169,704;84050,704;;;;;
1180,713;1328225,81;1348169;1329406,523;-18762,477;;;;;
1528,1;1328225,81;1416787;1329753,91;-87033,09;;;;;
1715,716;1328225,81;1416313;1329941,526;-86371,474;;;;;
1839,917;1328225,81;1400563;1330065,727;-70497,273;;;;;
1971,213;1328225,81;1363693;1330197,023;-33495,977;;;;;
1957,067;1328225,81;1349448;1330182,877;-19265,123;;;;;
2034,366;1328225,81;1344416;1330260,176;-14155,824;;;;;
1971,233;1328225,81;1338638;1330197,043;-8440,957;;;;;
1827,174;1328225,81;1360473;1330052,984;-30420,016;;;;;
1849,746;1328225,81;1419471;1330075,556;-89395,444;;;;;
1705,616;1328225,81;1535616;1329931,426;-205684,574;;;;;
1292,366;1328225,81;1723698;1329518,176;-394179,824;;;;;
1037,105;1328225,81;1751773;1329262,915;-422510,085;;;;;
893,626;1328225,81;1674368;1329119,436;-345248,564;;;;;
841,412;1328225,81;1565285;1329067,222;-236217,778;;;;;
834,425;1328225,81;1473165;1329060,235;-144104,765;;;;;
872,32;1328225,81;1390831;1329098,13;-61732,87;;;;;
875,344;1328225,81;1310373;1329101,154;18728,154;;;;;
921,905;1330645,16;1259003;1331567,065;72564,065;;;;;
936,552;1330645,16;1223094;1331581,712;108487,712;;;;;
982,078;1330645,16;1210092;1331627,238;121535,238;;;;;
1033,065;1330645,16;1205666;1331678,225;126012,225;;;;;
1081,644;1330645,16;1205273;1331726,804;126453,804;;;;;
1090,829;1330645,16;1216641;1331735,989;115094,989;;;;;
1084,358;1330645,16;1253032;1331729,518;78697,518;;;;;
1079,392;1330645,16;1322315;1331724,552;9409,552;;;;;
1174,542;1330645,16;1424406;1331819,702;-92586,298;;;;;
1351,848;1330645,16;1495988;1331997,008;-163990,992;;;;;
1778,242;1330645,16;1518090;1332423,402;-185666,598;;;;;
2217,773;1330645,16;1495642;1332862,933;-162779,067;;;;;
2482,21;1330645,16;1445712;1333127,37;-112584,63;;;;;
2552,038;1330645,16;1393413;1333197,198;-60215,802;;;;;
2616,993;1330645,16;1357585;1333262,153;-24322,847;;;;;
2682,636;1330645,16;1367748;1333327,796;-34420,204;;;;;
2736,722;1330645,16;1440862;1333381,882;-107480,118;;;;;
2785,682;1330645,16;1601675;1333430,842;-268244,158;;;;;
2840,419;1330645,16;1651029;1333485,579;-317543,421;;;;;
2860,453;1330645,16;1582298;1333505,613;-248792,387;;;;;
2841,271;1330645,16;1494001;1333486,431;-160514,569;;;;;
2820,178;1330645,16;1426555;1333465,338;-93089,662;;;;;
2814,875;1330645,16;1374242;1333460,035;-40781,965;;;;;
2810,141;1330645,16;1317025;1333455,301;16430,301;;;;;
2754,904;1316935,48;1271555;1319690,384;48135,384;;;;;
2726,757;1316935,48;1239490;1319662,237;80172,237;;;;;
2649,812;1316935,48;1227785;1319585,292;91800,292;;;;;
2535,764;1316935,48;1219555;1319471,244;99916,244;;;;;
2409,784;1316935,48;1224972;1319345,264;94373,264;;;;;
2290,771;1316935,48;1241486;1319226,251;77740,251;;;;;
2117,953;1316935,48;1276411;1319053,433;42642,433;;;;;
1851,539;1316935,48;1314896;1318787,019;3891,019;;;;;
2135,738;1316935,48;1387342;1319071,218;-68270,782;;;;;
2339,925;1316935,48;1415467;1319275,405;-96191,595;;;;;
2181,511;1316935,48;1400296;1319116,991;-81179,009;;;;;
1997,963;1316935,48;1381165;1318933,443;-62231,557;;;;;
1805,133;1316935,48;1369344;1318740,613;-50603,387;;;;;
1508,473;1316935,48;1360341;1318443,953;-41897,047;;;;;
1272,692;1316935,48;1381041;1318208,172;-62832,828;;;;;
1417,127;1316935,48;1431289;1318352,607;-112936,393;;;;;
1442,9;1316935,48;1523796;1318378,38;-205417,62;;;;;
1397,115;1316935,48;1659392;1318332,595;-341059,405;;;;;
1179,726;1316935,48;1678642;1318115,206;-360526,794;;;;;
802,914;1316935,48;1597640;1317738,394;-279901,606;;;;;
465,718;1316935,48;1491311;1317401,198;-173909,802;;;;;
261,614;1316935,48;1388836;1317197,094;-71638,906;;;;;
234,543;1316935,48;1284276;1317170,023;32894,023;;;;;
413,235;1316935,48;1185512;1317348,715;131836,715;;;;;
641,603;1301612,9;1120190;1302254,503;182064,503;;;;;
823,335;1301612,9;1082920;1302436,235;219516,235;;;;;
862,928;1301612,9;1065691;1302475,828;236784,828;;;;;
1023,461;1301612,9;1065497;1302636,361;237139,361;;;;;
1213,971;1301612,9;1086046;1302826,871;216780,871;;;;;
1362,034;1301612,9;1140909;1302974,934;162065,934;;;;;
1432,937;1301612,9;1234414;1303045,837;68631,837;;;;;
1466,038;1301612,9;1295157;1303078,938;7921,938;;;;;
1851,546;1301612,9;1350439;1303464,446;-46974,554;;;;;
2039,537;1301612,9;1405680;1303652,437;-102027,563;;;;;
2063,877;1301612,9;1444614;1303676,777;-140937,223;;;;;
2002,641;1301612,9;1478656;1303615,541;-175040,459;;;;;
1998,734;1301612,9;1486433;1303611,634;-182821,366;;;;;
1940,256;1301612,9;1455326;1303553,156;-151772,844;;;;;
1702,169;1301612,9;1442625;1303315,069;-139309,931;;;;;
1506,501;1301612,9;1457608;1303119,401;-154488,599;;;;;
1549,865;1301612,9;1543244;1303162,765;-240081,235;;;;;
1628,866;1301612,9;1695333;1303241,766;-392091,234;;;;;
1608,046;1301612,9;1746063;1303220,946;-442842,054;;;;;
1568,275;1301612,9;1701596;1303181,175;-398414,825;;;;;
1545,958;1301612,9;1635136;1303158,858;-331977,142;;;;;
1418,768;1301612,9;1568314;1303031,668;-265282,332;;;;;
1442,318;1301612,9;1493156;1303055,218;-190100,782;;;;;
1432,207;1301612,9;1414034;1303045,107;-110988,893;;;;;
1391,332;1302419,35;1377345;1303810,682;-73534,318;;;;;
1315,738;1302419,35;1361370;1303735,088;-57634,912;;;;;
1233,656;1302419,35;1367347;1303653,006;-63693,994;;;;;
1255,449;1302419,35;1379268;1303674,799;-75593,201;;;;;
1129,612;1302419,35;1404213;1303548,962;-100664,038;;;;;
1049,508;1302419,35;1457171;1303468,858;-153702,142;;;;;
829,425;1302419,35;1548762;1303248,775;-245513,225;;;;;
629,091;1302419,35;1595458;1303048,441;-292409,559;;;;;
471,103;1302419,35;1595696;1302890,453;-292805,547;;;;;
273,476;1302419,35;1538125;1302692,826;-235432,174;;;;;
163,109;1302419,35;1469123;1302582,459;-166540,541;;;;;
100,775;1302419,35;1420524;1302520,125;-118003,875;;;;;
102,362;1302419,35;1398431;1302521,712;-95909,288;;;;;
154,552;1302419,35;1373929;1302573,902;-71355,098;;;;;
231,435;1302419,35;1357906;1302650,785;-55255,215;;;;;
491,526;1302419,35;1391503;1302910,876;-88592,124;;;;;
946,668;1302419,35;1476885;1303366,018;-173518,982;;;;;
1068,92;1302419,35;1637097;1303488,27;-333608,73;;;;;
1160,444;1302419,35;1692906;1303579,794;-389326,206;;;;;
1075,439;1302419,35;1644323;1303494,789;-340828,211;;;;;
1154,053;1302419,35;1574143;1303573,403;-270569,597;;;;;
1294,477;1302419,35;1493859;1303713,827;-190145,173;;;;;
1638,627;1302419,35;1408058;1304057,977;-104000,023;;;;;
1751,357;1302419,35;1310258;1304170,707;-6087,293;;;;;
1763,588;1333064,52;1250528;1334828,108;84300,108;;;;;
1928,991;1333064,52;1215494;1334993,511;119499,511;;;;;
1992,391;1333064,52;1206195;1335056,911;128861,911;;;;;
2036,058;1333064,52;1205818;1335100,578;129282,578;;;;;
2048,666;1333064,52;1217050;1335113,186;118063,186;;;;;
1973,905;1333064,52;1260039;1335038,425;74999,425;;;;;
1861,275;1333064,52;1341236;1334925,795;-6310,205;;;;;
1661,288;1333064,52;1387112;1334725,808;-52386,192;;;;;
1870,97;1333064,52;1408371;1334935,49;-73435,51;;;;;
1851,545;1333064,52;1384997;1334916,065;-50080,935;;;;;
1843,861;1333064,52;1349182;1334908,381;-14273,619;;;;;
1763,241;1333064,52;1313618;1334827,761;21209,761;;;;;
1564,084;1333064,52;1273702;1334628,604;60926,604;;;;;
1303,274;1333064,52;1220944;1334367,794;113423,794;;;;;
1272,072;1333064,52;1187636;1334336,592;146700,592;;;;;
1407,714;1333064,52;1194698;1334472,234;139774,234;;;;;
1605,541;1333064,52;1281746;1334670,061;52924,061;;;;;
1472,09;1333064,52;1459991;1334536,61;-125454,39;;;;;
1420,597;1333064,52;1548548;1334485,117;-214062,883;;;;;
1356,725;1333064,52;1504945;1334421,245;-170523,755;;;;;
1337,243;1333064,52;1436055;1334401,763;-101653,237;;;;;
1308,052;1333064,52;1360257;1334372,572;-25884,428;;;;;
1251,789;1333064,52;1278626;1334316,309;55690,309;;;;;
1221,327;1333064,52;1195011;1334285,847;139274,847;;;;;
1185,504;1337096,77;1148247;1338282,274;190035,274;;;;;
1248,074;1337096,77;1115096;1338344,844;223248,844;;;;;
1126,841;1337096,77;1102518;1338223,611;235705,611;;;;;
1182,216;1337096,77;1098843;1338278,986;239435,986;;;;;
1227,73;1337096,77;1110016;1338324,5;228308,5;;;;;
1351,053;1337096,77;1151293;1338447,823;187154,823;;;;;
1397,116;1337096,77;1230583;1338493,886;107910,886;;;;;
1302,498;1337096,77;1276746;1338399,268;61653,268;;;;;
1442,303;1337096,77;1315482;1338539,073;23057,073;;;;;
1727,604;1337096,77;1323678;1338824,374;15146,374;;;;;
2095,975;1337096,77;1313414;1339192,745;25778,745;;;;;
2536,062;1337096,77;1310253;1339632,832;29379,832;;;;;
2609,186;1337096,77;1299496;1339705,956;40209,956;;;;;
2542,868;1337096,77;1276226;1339639,638;63413,638;;;;;
2459,009;1337096,77;1266632;1339555,779;72923,779;;;;;
2284,73;1337096,77;1283492;1339381,5;55889,5;;;;;
2143,371;1337096,77;1361886;1339240,141;-22645,859;;;;;
1942,217;1337096,77;1503324;1339038,987;-164285,013;;;;;
1583,37;1337096,77;1550219;1338680,14;-211538,86;;;;;
1306,451;1337096,77;1504780;1338403,221;-166376,779;;;;;
1228,195;1337096,77;1441628;1338324,965;-103303,035;;;;;
1160,405;1337096,77;1383235;1338257,175;-44977,825;;;;;
1090,727;1337096,77;1339475;1338187,497;-1287,503;;;;;
1014,13;1337096,77;1284758;1338110,9;53352,9;;;;;
978,037;1339516,13;1245853;1340494,167;94641,167;;;;;
1017,517;1339516,13;1225115;1340533,647;115418,647;;;;;
1112,663;1339516,13;1223501;1340628,793;117127,793;;;;;
1189,814;1339516,13;1232126;1340705,944;108579,944;;;;;
1226,481;1339516,13;1245531;1340742,611;95211,611;;;;;
1219,243;1339516,13;1284349;1340735,373;56386,373;;;;;
1337,856;1339516,13;1358411;1340853,986;-17557,014;;;;;
1459,279;1339516,13;1401336;1340975,409;-60360,591;;;;;
1216,838;1339516,13;1440530;1340732,968;-99797,032;;;;;
1255,102;1339516,13;1437757;1340771,232;-96985,768;;;;;
1288,234;1339516,13;1420575;1340804,364;-79770,636;;;;;
1201,913;1339516,13;1421716;1340718,043;-80997,957;;;;;
1204,154;1339516,13;1405170;1340720,284;-64449,716;;;;;
1131,292;1339516,13;1363527;1340647,422;-22879,578;;;;;
1282,615;1339516,13;1325709;1340798,745;15089,745;;;;;
1475,975;1339516,13;1320812;1340992,105;20180,105;;;;;
1613,525;1339516,13;1380385;1341129,655;-39255,345;;;;;
1587,248;1339516,13;1529181;1341103,378;-188077,622;;;;;
1465,931;1339516,13;1606052;1340982,061;-265069,939;;;;;
1304,052;1339516,13;1558812;1340820,182;-217991,818;;;;;
1362,818;1339516,13;1489216;1340878,948;-148337,052;;;;;
1545,433;1339516,13;1433121;1341061,563;-92059,437;;;;;
1546,804;1339516,13;1386309;1341062,934;-45246,066;;;;;
1836,016;1339516,13;1335449;1341352,146;5903,146;;;;;
1744,745;1336290,32;1300230;1338035,065;37805,065;;;;;
1664,921;1336290,32;1284104;1337955,241;53851,241;;;;;
1861,273;1336290,32;1285441;1338151,593;52710,593;;;;;
1966,633;1336290,32;1296685;1338256,953;41571,953;;;;;
1895,081;1336290,32;1323816;1338185,401;14369,401;;;;;
1712,949;1336290,32;1363243;1338003,269;-25239,731;;;;;
1540,722;1336290,32;1414406;1337831,042;-76574,958;;;;;
1407,089;1336290,32;1461819;1337697,409;-124121,591;;;;;
1189,247;1336290,32;1501400;1337479,567;-163920,433;;;;;
1208,509;1336290,32;1477711;1337498,829;-140212,171;;;;;
1253,056;1336290,32;1422377;1337543,376;-84833,624;;;;;
1215,91;1336290,32;1360499;1337506,23;-22992,77;;;;;
1139,964;1336290,32;1299004;1337430,284;38426,284;;;;;
873,117;1336290,32;1238145;1337163,437;99018,437;;;;;
758,333;1336290,32;1195834;1337048,653;141214,653;;;;;
685,005;1336290,32;1196962;1336975,325;140013,325;;;;;
714,274;1336290,32;1266505;1337004,594;70499,594;;;;;
1032,492;1336290,32;1450997;1337322,812;-113674,188;;;;;
1500,174;1336290,32;1598792;1337790,494;-261001,506;;;;;
1729,094;1336290,32;1583322;1338019,414;-245302,586;;;;;
1502,164;1336290,32;1529726;1337792,484;-191933,516;;;;;
1372,088;1336290,32;1490590;1337662,408;-152927,592;;;;;
1049,021;1336290,32;1465809;1337339,341;-128469,659;;;;;
897,066;1336290,32;1427410;1337187,386;-90222,614;;;;;
974,357;1312096,77;1402248;1313071,127;-89176,873;;;;;
1065,546;1312096,77;1388304;1313162,316;-75141,684;;;;;
1236,459;1312096,77;1396143;1313333,229;-82809,771;;;;;
1234,15;1312096,77;1410973;1313330,92;-97642,08;;;;;
1377,388;1312096,77;1437671;1313474,158;-124196,842;;;;;
1464,396;1312096,77;1471876;1313561,166;-158314,834;;;;;
1465,275;1312096,77;1507735;1313562,045;-194172,955;;;;;
1439,237;1312096,77;1533688;1313536,007;-220151,993;;;;;
1658,727;1312096,77;1559450;1313755,497;-245694,503;;;;;
1578,357;1312096,77;1524331;1313675,127;-210655,873;;;;;
1667,177;1312096,77;1466788;1313763,947;-153024,053;;;;;
1834,68;1312096,77;1418880;1313931,45;-104948,55;;;;;
2045,601;1312096,77;1363179;1314142,371;-49036,629;;;;;
2007,465;1312096,77;1305787;1314104,235;8317,235;;;;;
1952,795;1312096,77;1266548;1314049,565;47501,565;;;;;
2045,679;1312096,77;1264955;1314142,449;49187,449;;;;;
2146,77;1312096,77;1334486;1314243,54;-20242,46;;;;;
2145,655;1312096,77;1513729;1314242,425;-199486,575;;;;;
2102,003;1312096,77;1670246;1314198,773;-356047,227;;;;;
2126,974;1312096,77;1663102;1314223,744;-348878,256;;;;;
2130,242;1312096,77;1609130;1314227,012;-294902,988;;;;;
2095,678;1312096,77;1553183;1314192,448;-238990,552;;;;;
1961,19;1312096,77;1482635;1314057,96;-168577,04;;;;;
1736,693;1312096,77;1413101;1313833,463;-99267,537;;;;;
1533,559;1323387,1;1383651;1324920,659;-58730,341;;;;;
1477,507;1323387,1;1373191;1324864,607;-48326,393;;;;;
1605,474;1323387,1;1380331;1324992,574;-55338,426;;;;;
1741,05;1323387,1;1396012;1325128,15;-70883,85;;;;;
1693,361;1323387,1;1429363;1325080,461;-104282,539;;;;;
1788,779;1323387,1;1498484;1325175,879;-173308,121;;;;;
1960,908;1323387,1;1617267;1325348,008;-291918,992;;;;;
2054,824;1323387,1;1674160;1325441,924;-348718,076;;;;;
2406,809;1323387,1;1611752;1325793,909;-285958,091;;;;;
2699,366;1323387,1;1478527;1326086,466;-152440,534;;;;;
2826,682;1323387,1;1368729;1326213,782;-42515,218;;;;;
2885,579;1323387,1;1296768;1326272,679;29504,679;;;;;
2920,181;1323387,1;1243013;1326307,281;83294,281;;;;;
2960,983;1323387,1;1184073;1326348,083;142275,083;;;;;
2922,392;1323387,1;1156298;1326309,492;170011,492;;;;;
2805,247;1323387,1;1175200;1326192,347;150992,347;;;;;
2654,718;1323387,1;1272516;1326041,818;53525,818;;;;;
2427,899;1323387,1;1472086;1325814,999;-146271,001;;;;;
2032,62;1323387,1;1620239;1325419,72;-294819,28;;;;;
1685,757;1323387,1;1610923;1325072,857;-285850,143;;;;;
1442,3;1323387,1;1560123;1324829,4;-235293,6;;;;;
1314,158;1323387,1;1495112;1324701,258;-170410,742;;;;;
1126,942;1323387,1;1416651;1324514,042;-92136,958;;;;;
879,069;1323387,1;1331331;1324266,169;-7064,831;;;;;
676,298;1308870,97;1286605;1309547,268;22942,268;;;;;
544,999;1308870,97;1270458;1309415,969;38957,969;;;;;
456,303;1308870,97;1276731;1309327,273;32596,273;;;;;
412,781;1308870,97;1285389;1309283,751;23894,751;;;;;
413,383;1308870,97;1307125;1309284,353;2159,353;;;;;
388,906;1308870,97;1368244;1309259,876;-58984,124;;;;;
349,135;1308870,97;1478060;1309220,105;-168839,895;;;;;
376,927;1308870,97;1527605;1309247,897;-218357,103;;;;;
447,342;1308870,97;1475055;1309318,312;-165736,688;;;;;
495,618;1308870,97;1387361;1309366,588;-77994,412;;;;;
543,409;1308870,97;1321582;1309414,379;-12167,621;;;;;
623,54;1308870,97;1279954;1309494,51;29540,51;;;;;
672,433;1308870,97;1255623;1309543,403;53920,403;;;;;
614,436;1308870,97;1225186;1309485,406;84299,406;;;;;
415,81;1308870,97;1231113;1309286,78;78173,78;;;;;
263,056;1308870,97;1272553;1309134,026;36581,026;;;;;
165,776;1308870,97;1385830;1309036,746;-76793,254;;;;;
79,227;1308870,97;1557458;1308950,197;-248507,803;;;;;
