Wind power [kW];Nuclear power plant [kW];Demand [kWh];Total power supply [Kw];Supply - Demand;;;;;
2086,59;1157258,06;786177;1159344,65;373167,65;;;;;
2329,341;1157258,06;795725,2;1159587,401;363862,201;;;;;
2413,998;1157258,06;842330,4;1159672,058;317341,658;;;;;
2411,721;1157258,06;961651,6;1159669,781;198018,181;;;;;
2349,478;1157258,06;1048990;1159607,538;110617,538;;;;;
2304,667;1157258,06;1037573;1159562,727;121989,727;;;;;
2183,806;1157258,06;998361,6;1159441,866;161080,266;;;;;
2013,316;1157258,06;944861,4;1159271,376;214409,976;;;;;
1819,705;1157258,06;884513,3;1159077,765;274564,465;;;;;
1751,939;1157258,06;810074;1159009,999;348935,999;;;;;
1710,375;1157258,06;738977,6;1158968,435;419990,835;;;;;
1703,69;1166935,48;698971,7;1168639,17;469667,47;;;;;
1727,805;1166935,48;674646;1168663,285;494017,285;;;;;
1817,4;1166935,48;667361,1;1168752,88;501391,78;;;;;
1923,596;1166935,48;668139,4;1168859,076;500719,676;;;;;
1929,454;1166935,48;675549,6;1168864,934;493315,334;;;;;
1928,564;1166935,48;711181,2;1168864,044;457682,844;;;;;
1928,595;1166935,48;789788,9;1168864,075;379075,175;;;;;
1956,023;1166935,48;841036,9;1168891,503;327854,603;;;;;
1978,74;1166935,48;839246,3;1168914,22;329667,92;;;;;
1992,673;1166935,48;847098,3;1168928,153;321829,853;;;;;
2015,725;1166935,48;847799,9;1168951,205;321151,305;;;;;
2135,814;1166935,48;857195,5;1169071,294;311875,794;;;;;
2288,951;1166935,48;858443,5;1169224,431;310780,931;;;;;
2450,926;1166935,48;847223,1;1169386,406;322163,306;;;;;
2502,502;1166935,48;858762,4;1169437,982;310675,582;;;;;
2422,307;1166935,48;913100,5;1169357,787;256257,287;;;;;
2441,28;1166935,48;1047627;1169376,76;121749,76;;;;;
2347,195;1166935,48;1143925;1169282,675;25357,675;;;;;
2425,307;1166935,48;1133853;1169360,787;35507,787;;;;;
2600,13;1166935,48;1095395;1169535,61;74140,61;;;;;
2673,458;1166935,48;1045939;1169608,938;123669,938;;;;;
2712,02;1166935,48;984847,7;1169647,5;184799,8;;;;;
2753,069;1166935,48;909536,5;1169688,549;260152,049;;;;;
2767,057;1166935,48;838685,4;1169702,537;331017,137;;;;;
2805,496;1137096,77;801082,6;1139902,266;338819,666;;;;;
2801,501;1137096,77;782030,9;1139898,271;357867,371;;;;;
2881,177;1137096,77;775439,2;1139977,947;364538,747;;;;;
2954,907;1137096,77;776299;1140051,677;363752,677;;;;;
3006,954;1137096,77;785380,9;1140103,724;354722,824;;;;;
3018,345;1137096,77;822603,9;1140115,115;317511,215;;;;;
2964,141;1137096,77;905030,2;1140060,911;235030,711;;;;;
2815,59;1137096,77;959727,1;1139912,36;180185,26;;;;;
2595,836;1137096,77;955096,4;1139692,606;184596,206;;;;;
2251,91;1137096,77;952569,9;1139348,68;186778,78;;;;;
1937,183;1137096,77;947724,1;1139033,953;191309,853;;;;;
1568,258;1137096,77;950288,4;1138665,028;188376,628;;;;;
1135,586;1137096,77;949843,2;1138232,356;188389,156;;;;;
960,116;1137096,77;936917,7;1138056,886;201139,186;;;;;
1156,271;1137096,77;944663;1138253,041;193590,041;;;;;
1231,044;1137096,77;995255,1;1138327,814;143072,714;;;;;
933,358;1137096,77;1129595;1138030,128;8435,128;;;;;
591,346;1137096,77;1224944;1137688,116;-87255,884;;;;;
334,752;1137096,77;1217103;1137431,522;-79671,478;;;;;
223,437;1137096,77;1180652;1137320,207;-43331,793;;;;;
276,92;1137096,77;1125071;1137373,69;12302,69;;;;;
638,493;1137096,77;1062803;1137735,263;74932,263;;;;;
874,049;1137096,77;991043,5;1137970,819;146927,319;;;;;
918,428;1137096,77;916594;1138015,198;221421,198;;;;;
1042,322;1140322,58;869977,3;1141364,902;271387,602;;;;;
1180,045;1140322,58;849082;1141502,625;292420,625;;;;;
1398,22;1140322,58;839203,2;1141720,8;302517,6;;;;;
1277,056;1140322,58;841172,5;1141599,636;300427,136;;;;;
1272,726;1140322,58;849240,7;1141595,306;292354,606;;;;;
1317,249;1140322,58;885199,4;1141639,829;256440,429;;;;;
1352,01;1140322,58;970091,9;1141674,59;171582,69;;;;;
1382,19;1140322,58;1027916;1141704,77;113788,77;;;;;
1400,775;1140322,58;1036778;1141723,355;104945,355;;;;;
1372,041;1140322,58;1034402;1141694,621;107292,621;;;;;
1336,584;1140322,58;1020452;1141659,164;121207,164;;;;;
1358,172;1140322,58;1006096;1141680,752;135584,752;;;;;
1432,227;1140322,58;1006504;1141754,807;135250,807;;;;;
1512,775;1140322,58;1003235;1141835,355;138600,355;;;;;
1614,498;1140322,58;1026964;1141937,078;114973,078;;;;;
1748,429;1140322,58;1087904;1142071,009;54167,009;;;;;
1622,196;1140322,58;1227620;1141944,776;-85675,224;;;;;
1580,382;1140322,58;1325249;1141902,962;-183346,038;;;;;
1615,568;1140322,58;1318406;1141938,148;-176467,852;;;;;
1542,164;1140322,58;1266349;1141864,744;-124484,256;;;;;
1568,203;1140322,58;1205865;1141890,783;-63974,217;;;;;
1748,423;1140322,58;1155388;1142071,003;-13316,997;;;;;
1703,679;1140322,58;1107862;1142026,259;34164,259;;;;;
1782,099;1140322,58;1056586;1142104,679;85518,679;;;;;
1815,917;1160483,87;1009768;1162299,787;152531,787;;;;;
1769,642;1160483,87;982614,2;1162253,512;179639,312;;;;;
1885,329;1160483,87;969456,3;1162369,199;192912,899;;;;;
2171,335;1160483,87;965337,9;1162655,205;197317,305;;;;;
2391,153;1160483,87;967518,8;1162875,023;195356,223;;;;;
2360,203;1160483,87;985160,4;1162844,073;177683,673;;;;;
2140,152;1160483,87;1014812;1162624,022;147812,022;;;;;
2131,799;1160483,87;1061411;1162615,669;101204,669;;;;;
2175,232;1160483,87;1122939;1162659,102;39720,102;;;;;
2168,494;1160483,87;1179481;1162652,364;-16828,636;;;;;
2404,469;1160483,87;1202862;1162888,339;-39973,661;;;;;
2607,814;1160483,87;1210841;1163091,684;-47749,316;;;;;
2644,578;1160483,87;1211569;1163128,448;-48440,552;;;;;
2504,84;1160483,87;1203625;1162988,71;-40636,29;;;;;
2429,914;1160483,87;1203698;1162913,784;-40784,216;;;;;
2337,073;1160483,87;1236292;1162820,943;-73471,057;;;;;
2309,608;1160483,87;1328057;1162793,478;-165263,522;;;;;
2301,21;1160483,87;1374489;1162785,08;-211703,92;;;;;
2387,695;1160483,87;1347913;1162871,565;-185041,435;;;;;
2328,962;1160483,87;1286573;1162812,832;-123760,168;;;;;
2346,599;1160483,87;1227212;1162830,469;-64381,531;;;;;
2337,679;1160483,87;1175716;1162821,549;-12894,451;;;;;
2157,757;1160483,87;1135750;1162641,627;26891,627;;;;;
1772,338;1160483,87;1092542;1162256,208;69714,208;;;;;
1446,049;1158870,97;1066119;1160317,019;94198,019;;;;;
1186,205;1158870,97;1049904;1160057,175;110153,175;;;;;
955,66;1158870,97;1046741;1159826,63;113085,63;;;;;
860,462;1158870,97;1043076;1159731,432;116655,432;;;;;
727,318;1158870,97;1054578;1159598,288;105020,288;;;;;
661,445;1158870,97;1073384;1159532,415;86148,415;;;;;
728,639;1158870,97;1101970;1159599,609;57629,609;;;;;
821,669;1158870,97;1149707;1159692,639;9985,639;;;;;
637,825;1158870,97;1211641;1159508,795;-52132,205;;;;;
552,76;1158870,97;1253894;1159423,73;-94470,27;;;;;
690,934;1158870,97;1247961;1159561,904;-88399,096;;;;;
969,056;1158870,97;1232969;1159840,026;-73128,974;;;;;
1172,955;1158870,97;1213332;1160043,925;-53288,075;;;;;
1372,089;1158870,97;1191288;1160243,059;-31044,941;;;;;
1462,861;1158870,97;1187471;1160333,831;-27137,169;;;;;
1497,656;1158870,97;1237400;1160368,626;-77031,374;;;;;
1487,649;1158870,97;1378001;1160358,619;-217642,381;;;;;
1477,503;1158870,97;1452959;1160348,473;-292610,527;;;;;
1578,315;1158870,97;1449868;1160449,285;-289418,715;;;;;
1594,802;1158870,97;1410897;1160465,772;-250431,228;;;;;
1636,011;1158870,97;1359369;1160506,981;-198862,019;;;;;
1649,15;1158870,97;1301127;1160520,12;-140606,88;;;;;
1603,454;1158870,97;1228789;1160474,424;-68314,576;;;;;
1603,463;1158870,97;1159521;1160474,433;953,433;;;;;
1536,597;1170161,29;1121379;1171697,887;50318,887;;;;;
1638,661;1170161,29;1103956;1171799,951;67843,951;;;;;
1837,323;1170161,29;1098786;1171998,613;73212,613;;;;;
1970,52;1170161,29;1099519;1172131,81;72612,81;;;;;
2017,52;1170161,29;1110356;1172178,81;61822,81;;;;;
2013,269;1170161,29;1145801;1172174,559;26373,559;;;;;
1967,772;1170161,29;1222372;1172129,062;-50242,938;;;;;
2013,321;1170161,29;1274521;1172174,611;-102346,389;;;;;
2069,285;1170161,29;1261768;1172230,575;-89537,425;;;;;
1991,543;1170161,29;1252017;1172152,833;-79864,167;;;;;
2048,317;1170161,29;1237599;1172209,607;-65389,393;;;;;
2054,877;1170161,29;1221272;1172216,167;-49055,833;;;;;
2072,062;1170161,29;1208820;1172233,352;-36586,648;;;;;
2027,592;1170161,29;1183389;1172188,882;-11200,118;;;;;
2054,794;1170161,29;1181607;1172216,084;-9390,916;;;;;
2163,268;1170161,29;1226528;1172324,558;-54203,442;;;;;
2232,615;1170161,29;1356302;1172393,905;-183908,095;;;;;
2313,268;1170161,29;1449744;1172474,558;-277269,442;;;;;
2350,634;1170161,29;1445666;1172511,924;-273154,076;;;;;
2313,254;1170161,29;1408267;1172474,544;-235792,456;;;;;
2235,097;1170161,29;1346963;1172396,387;-174566,613;;;;;
2180,125;1170161,29;1275313;1172341,415;-102971,585;;;;;
2163,71;1170161,29;1188378;1172325;-16053;;;;;
2136,894;1170161,29;1104743;1172298,184;67555,184;;;;;
2119,339;1162096,77;1057837;1164216,109;106379,109;;;;;
2118,037;1162096,77;1030785;1164214,807;133429,807;;;;;
2137,88;1162096,77;1024406;1164234,65;139828,65;;;;;
2196,794;1162096,77;1016672;1164293,564;147621,564;;;;;
2208,601;1162096,77;1016808;1164305,371;147497,371;;;;;
2209,505;1162096,77;1048715;1164306,275;115591,275;;;;;
2223,666;1162096,77;1126566;1164320,436;37754,436;;;;;
2251,762;1162096,77;1180479;1164348,532;-16130,468;;;;;
2254,772;1162096,77;1170797;1164351,542;-6445,458;;;;;
2235,014;1162096,77;1166620;1164331,784;-2288,216;;;;;
2197,397;1162096,77;1153121;1164294,167;11173,167;;;;;
2175,167;1162096,77;1146032;1164271,937;18239,937;;;;;
2143,509;1162096,77;1142320;1164240,279;21920,279;;;;;
2137,181;1162096,77;1126874;1164233,951;37359,951;;;;;
2138,543;1162096,77;1136628;1164235,313;27607,313;;;;;
2126,918;1162096,77;1183399;1164223,688;-19175,312;;;;;
2100,246;1162096,77;1300103;1164197,016;-135905,984;;;;;
2063,902;1162096,77;1384533;1164160,672;-220372,328;;;;;
1989,965;1162096,77;1360927;1164086,735;-196840,265;;;;;
1885,462;1162096,77;1309449;1163982,232;-145466,768;;;;;
1783,91;1162096,77;1241579;1163880,68;-77698,32;;;;;
1657,049;1162096,77;1173246;1163753,819;-9492,181;;;;;
1468,494;1162096,77;1088711;1163565,264;74854,264;;;;;
1352,087;1162096,77;1007312;1163448,857;156136,857;;;;;
1292,366;1192741,94;959652,8;1194034,306;234381,506;;;;;
1236,001;1192741,94;928255,7;1193977,941;265722,241;;;;;
1154,974;1192741,94;915471,6;1193896,914;278425,314;;;;;
1160,486;1192741,94;908741,2;1193902,426;285161,226;;;;;
1160,565;1192741,94;910977,2;1193902,505;282925,305;;;;;
1211,904;1192741,94;940307,4;1193953,844;253646,444;;;;;
1209,398;1192741,94;1019805;1193951,338;174146,338;;;;;
1383,799;1192741,94;1072514;1194125,739;121611,739;;;;;
1316,285;1192741,94;1063118;1194058,225;130940,225;;;;;
1228,358;1192741,94;1063862;1193970,298;130108,298;;;;;
1215,066;1192741,94;1060024;1193957,006;133933,006;;;;;
1175,39;1192741,94;1066469;1193917,33;127448,33;;;;;
1150,849;1192741,94;1064584;1193892,789;129308,789;;;;;
1191,191;1192741,94;1050708;1193933,131;143225,131;;;;;
1317,143;1192741,94;1051132;1194059,083;142927,083;;;;;
1365,678;1192741,94;1101747;1194107,618;92360,618;;;;;
1336,896;1192741,94;1211940;1194078,836;-17861,164;;;;;
1236,984;1192741,94;1281071;1193978,924;-87092,076;;;;;
1132,236;1192741,94;1263594;1193874,176;-69719,824;;;;;
1065,575;1192741,94;1218062;1193807,515;-24254,485;;;;;
998,233;1192741,94;1154649;1193740,173;39091,173;;;;;
897,875;1192741,94;1086627;1193639,815;107012,815;;;;;
898,649;1192741,94;1002541;1193640,589;191099,589;;;;;
891,012;1192741,94;922930,8;1193632,952;270702,152;;;;;
868,426;1210483,87;876145,7;1211352,296;335206,596;;;;;
867,684;1210483,87;848394,2;1211351,554;362957,354;;;;;
892,706;1210483,87;836028,3;1211376,576;375348,276;;;;;
968,947;1210483,87;830567,7;1211452,817;380885,117;;;;;
981,553;1210483,87;836214,2;1211465,423;375251,223;;;;;
978,087;1210483,87;869564,8;1211461,957;341897,157;;;;;
881,627;1210483,87;946682,6;1211365,497;264682,897;;;;;
864,57;1210483,87;1009988;1211348,44;201360,44;;;;;
938,214;1210483,87;998257,2;1211422,084;213164,884;;;;;
989,77;1210483,87;993909,6;1211473,64;217564,04;;;;;
940,498;1210483,87;994092,6;1211424,368;217331,768;;;;;
887,113;1210483,87;1007101;1211370,983;204269,983;;;;;
784,915;1210483,87;1008473;1211268,785;202795,785;;;;;
737,788;1210483,87;995625,2;1211221,658;215596,458;;;;;
868,624;1210483,87;999861,6;1211352,494;211490,894;;;;;
862,056;1210483,87;1048214;1211345,926;163131,926;;;;;
853,686;1210483,87;1157007;1211337,556;54330,556;;;;;
868,978;1210483,87;1221186;1211352,848;-9833,152;;;;;
814,394;1210483,87;1204790;1211298,264;6508,264;;;;;
711,854;1210483,87;1163310;1211195,724;47885,724;;;;;
612,855;1210483,87;1109211;1211096,725;101885,725;;;;;
543,437;1210483,87;1042241;1211027,307;168786,307;;;;;
541,806;1210483,87;969223,9;1211025,676;241801,776;;;;;
576,457;1210483,87;890679,3;1211060,327;320381,027;;;;;
626,624;1150000;842330,7;1150626,624;308295,924;;;;;
673,475;1150000;814489,1;1150673,475;336184,375;;;;;
680,01;1150000;802692,4;1150680,01;347987,61;;;;;
658,922;1150000;799592,6;1150658,922;351066,322;;;;;
640,729;1150000;806125,4;1150640,729;344515,329;;;;;
664,962;1150000;840517,7;1150664,962;310147,262;;;;;
581,747;1150000;921198,5;1150581,747;229383,247;;;;;
550,414;1150000;991354,7;1150550,414;159195,714;;;;;
464,145;1150000;988684;1150464,145;161780,145;;;;;
498,996;1150000;992654,4;1150498,996;157844,596;;;;;
495,536;1150000;983234;1150495,536;167261,536;;;;;
419,132;1150000;989629,9;1150419,132;160789,232;;;;;
331,29;1150000;986445,6;1150331,29;163885,69;;;;;
302,705;1150000;982857,6;1150302,705;167445,105;;;;;
423,822;1150000;996565;1150423,822;153858,822;;;;;
579,125;1150000;1048521;1150579,125;102058,125;;;;;
604,322;1150000;1148853;1150604,322;1751,322;;;;;
629,295;1150000;1211478;1150629,295;-60848,705;;;;;
667,571;1150000;1200351;1150667,571;-49683,429;;;;;
681,807;1150000;1151009;1150681,807;-327,193;;;;;
654,617;1150000;1089170;1150654,617;61484,617;;;;;
603,995;1150000;1031853;1150603,995;118750,995;;;;;
581,632;1150000;980019,2;1150581,632;170562,432;;;;;
576,243;1150000;924577,6;1150576,243;225998,643;;;;;
582,612;1202419,35;877883,2;1203001,962;325118,762;;;;;
586,374;1202419,35;849629,5;1203005,724;353376,224;;;;;
573,339;1202419,35;833392,8;1202992,689;369599,889;;;;;
545,578;1202419,35;826345,3;1202964,928;376619,628;;;;;
541,38;1202419,35;828459,2;1202960,73;374501,53;;;;;
560,831;1202419,35;841268,3;1202980,181;361711,881;;;;;
583,528;1202419,35;869199,4;1203002,878;333803,478;;;;;
622;1202419,35;919738,9;1203041,35;283302,45;;;;;
605,929;1202419,35;973958,9;1203025,279;229066,379;;;;;
659,39;1202419,35;1027461;1203078,74;175617,74;;;;;
684,971;1202419,35;1043164;1203104,321;159940,321;;;;;
633,831;1202419,35;1039456;1203053,181;163597,181;;;;;
530,788;1202419,35;1028655;1202950,138;174295,138;;;;;
520,43;1202419,35;1008692;1202939,78;194247,78;;;;;
614,185;1202419,35;1008205;1203033,535;194828,535;;;;;
660,127;1202419,35;1057575;1203079,477;145504,477;;;;;
675,724;1202419,35;1162042;1203095,074;41053,074;;;;;
707,866;1202419,35;1204851;1203127,216;-1723,784;;;;;
754,311;1202419,35;1182365;1203173,661;20808,661;;;;;
768,465;1202419,35;1126586;1203187,815;76601,815;;;;;
784,287;1202419,35;1060122;1203203,637;143081,637;;;;;
800,197;1202419,35;1011417;1203219,547;191802,547;;;;;
824,899;1202419,35;959264,9;1203244,249;243979,349;;;;;
862,454;1202419,35;900362,4;1203281,804;302919,404;;;;;
838,677;1244354,84;857194,2;1245193,517;387999,317;;;;;
874,337;1244354,84;823304;1245229,177;421925,177;;;;;
869,44;1244354,84;808538,8;1245224,28;436685,48;;;;;
876,076;1244354,84;795389,9;1245230,916;449841,016;;;;;
844,497;1244354,84;793056,9;1245199,337;452142,437;;;;;
853,621;1244354,84;799930,6;1245208,461;445277,861;;;;;
823,32;1244354,84;821226,7;1245178,16;423951,46;;;;;
781,726;1244354,84;861981,1;1245136,566;383155,466;;;;;
687,795;1244354,84;911043,7;1245042,635;333998,935;;;;;
606,941;1244354,84;973035,6;1244961,781;271926,181;;;;;
516,755;1244354,84;1007073;1244871,595;237798,595;;;;;
451,909;1244354,84;1027859;1244806,749;216947,749;;;;;
491,874;1244354,84;1038753;1244846,714;206093,714;;;;;
517,468;1244354,84;1032212;1244872,308;212660,308;;;;;
671,521;1244354,84;1026129;1245026,361;218897,361;;;;;
708,682;1244354,84;1055971;1245063,522;189092,522;;;;;
733,191;1244354,84;1134558;1245088,031;110530,031;;;;;
761,316;1244354,84;1181239;1245116,156;63877,156;;;;;
1004,698;1244354,84;1175698;1245359,538;69661,538;;;;;
1037,635;1244354,84;1135927;1245392,475;109465,475;;;;;
1000,703;1244354,84;1076764;1245355,543;168591,543;;;;;
1026,588;1244354,84;1007555;1245381,428;237826,428;;;;;
1032,979;1244354,84;931490,1;1245387,819;313897,719;;;;;
1024,881;1244354,84;854236,7;1245379,721;391143,021;;;;;
1065,493;1270967,74;805749;1272033,233;466284,233;;;;;
1100,446;1270967,74;780951,7;1272068,186;491116,486;;;;;
1184,739;1270967,74;772734,7;1272152,479;499417,779;;;;;
1372,083;1270967,74;771359,6;1272339,823;500980,223;;;;;
1359,625;1270967,74;777127,3;1272327,365;495200,065;;;;;
1261,304;1270967,74;813723,1;1272229,044;458505,944;;;;;
1196,282;1270967,74;894163,6;1272164,022;378000,422;;;;;
1417,183;1270967,74;961550,9;1272384,923;310834,023;;;;;
1566,153;1270967,74;951029,1;1272533,893;321504,793;;;;;
1601,17;1270967,74;950353;1272568,91;322215,91;;;;;
1764,517;1270967,74;945310,2;1272732,257;327422,057;;;;;
1773,154;1270967,74;945089,7;1272740,894;327651,194;;;;;
1827,186;1270967,74;946528,5;1272794,926;326266,426;;;;;
2016,408;1270967,74;937508,4;1272984,148;335475,748;;;;;
2095,601;1270967,74;951562,8;1273063,341;321500,541;;;;;
2183,873;1270967,74;1017491;1273151,613;255660,613;;;;;
2196,807;1270967,74;1157358;1273164,547;115806,547;;;;;
2229,893;1270967,74;1244136;1273197,633;29061,633;;;;;
2132,05;1270967,74;1238159;1273099,79;34940,79;;;;;
1989,968;1270967,74;1203032;1272957,708;69925,708;;;;;
1892,749;1270967,74;1149922;1272860,489;122938,489;;;;;
1766,287;1270967,74;1087735;1272734,027;184999,027;;;;;
1568,248;1270967,74;1009539;1272535,988;262996,988;;;;;
1404,209;1270967,74;929447,7;1272371,949;342924,249;;;;;
1284,529;1234677,42;880684,9;1235961,949;355277,049;;;;;
1049,278;1234677,42;851683,8;1235726,698;384042,898;;;;;
643,149;1234677,42;842458;1235320,569;392862,569;;;;;
491,208;1234677,42;835633,2;1235168,628;399535,428;;;;;
600,212;1234677,42;840364,8;1235277,632;394912,832;;;;;
983,876;1234677,42;874212,2;1235661,296;361449,096;;;;;
1552,522;1234677,42;953361,3;1236229,942;282868,642;;;;;
2118,068;1234677,42;1020094;1236795,488;216701,488;;;;;
2521,605;1234677,42;1003396;1237199,025;233803,025;;;;;
2700,674;1234677,42;1001276;1237378,094;236102,094;;;;;
2815,911;1234677,42;1002155;1237493,331;235338,331;;;;;
2876,467;1234677,42;1006333;1237553,887;231220,887;;;;;
2862,934;1234677,42;1005156;1237540,354;232384,354;;;;;
2811,373;1234677,42;991509,5;1237488,793;245979,293;;;;;
2777,723;1234677,42;999716,4;1237455,143;237738,743;;;;;
2771,994;1234677,42;1064282;1237449,414;173167,414;;;;;
2758,237;1234677,42;1186251;1237435,657;51184,657;;;;;
2729,209;1234677,42;1262265;1237406,629;-24858,371;;;;;
2648,522;1234677,42;1253478;1237325,942;-16152,058;;;;;
2547,58;1234677,42;1212631;1237225;24594;;;;;
2396,178;1234677,42;1160249;1237073,598;76824,598;;;;;
2221,056;1234677,42;1099429;1236898,476;137469,476;;;;;
2065,415;1234677,42;1024332;1236742,835;212410,835;;;;;
1947,579;1234677,42;948315;1236624,999;288309,999;;;;;
1928,594;1236290,32;905719,3;1238218,914;332499,614;;;;;
1752,27;1236290,32;879116,9;1238042,59;358925,69;;;;;
1861,242;1236290,32;868930,4;1238151,562;369221,162;;;;;
1833,75;1236290,32;866552,8;1238124,07;371571,27;;;;;
1660,665;1236290,32;870811,4;1237950,985;367139,585;;;;;
1626,422;1236290,32;906510,2;1237916,742;331406,542;;;;;
1602,84;1236290,32;990152,3;1237893,16;247740,86;;;;;
1614,641;1236290,32;1056159;1237904,961;181745,961;;;;;
1522,87;1236290,32;1048739;1237813,19;189074,19;;;;;
1364,009;1236290,32;1049333;1237654,329;188321,329;;;;;
1292,418;1236290,32;1045497;1237582,738;192085,738;;;;;
1345,111;1236290,32;1051913;1237635,431;185722,431;;;;;
1326,575;1236290,32;1057746;1237616,895;179870,895;;;;;
1565,971;1236290,32;1051578;1237856,291;186278,291;;;;;
1789,015;1236290,32;1064360;1238079,335;173719,335;;;;;
1803,45;1236290,32;1125231;1238093,77;112862,77;;;;;
1638,643;1236290,32;1228762;1237928,963;9166,963;;;;;
1494,391;1236290,32;1290349;1237784,711;-52564,289;;;;;
1310,72;1236290,32;1281253;1237601,04;-43651,96;;;;;
1258,593;1236290,32;1241902;1237548,913;-4353,087;;;;;
1153,17;1236290,32;1186052;1237443,49;51391,49;;;;;
991,592;1236290,32;1123986;1237281,912;113295,912;;;;;
867,609;1236290,32;1045963;1237157,929;191194,929;;;;;
819,088;1236290,32;968386,8;1237109,408;268722,608;;;;;
839,427;1283064,52;922682,6;1283903,947;361221,347;;;;;
829,452;1283064,52;896949,9;1283893,972;386944,072;;;;;
845,788;1283064,52;887174,6;1283910,308;396735,708;;;;;
890,992;1283064,52;884736,4;1283955,512;399219,112;;;;;
938,256;1283064,52;888602,8;1284002,776;395399,976;;;;;
1111,352;1283064,52;924798,5;1284175,872;359377,372;;;;;
1150,068;1283064,52;1005728;1284214,588;278486,588;;;;;
1160,32;1283064,52;1072617;1284224,84;211607,84;;;;;
1189,683;1283064,52;1065697;1284254,203;218557,203;;;;;
1149,887;1283064,52;1062582;1284214,407;221632,407;;;;;
1139,971;1283064,52;1076857;1284204,491;207347,491;;;;;
1120,615;1283064,52;1070793;1284185,135;213392,135;;;;;
1109,378;1283064,52;1070389;1284173,898;213784,898;;;;;
1292,421;1283064,52;1057817;1284356,941;226539,941;;;;;
1497,667;1283064,52;1061571;1284562,187;222991,187;;;;;
1491,914;1283064,52;1118646;1284556,434;165910,434;;;;;
1338,576;1283064,52;1228139;1284403,096;56264,096;;;;;
1259,547;1283064,52;1294162;1284324,067;-9837,933;;;;;
1125,556;1283064,52;1282252;1284190,076;1938,076;;;;;
1058,082;1283064,52;1239421;1284122,602;44701,602;;;;;
1007,935;1283064,52;1187394;1284072,455;96678,455;;;;;
920,316;1283064,52;1122347;1283984,836;161637,836;;;;;
927,403;1283064,52;1047413;1283991,923;236578,923;;;;;
888,423;1283064,52;967136,2;1283952,943;316816,743;;;;;
858,708;1218548,39;922242,4;1219407,098;297164,698;;;;;
991,691;1218548,39;895151,8;1219540,081;324388,281;;;;;
1206,476;1218548,39;881039,3;1219754,866;338715,566;;;;;
1341,971;1218548,39;878382,9;1219890,361;341507,461;;;;;
1188,587;1218548,39;884516,8;1219736,977;335220,177;;;;;
1193,977;1218548,39;919396,1;1219742,367;300346,267;;;;;
1150,908;1218548,39;998634;1219699,298;221065,298;;;;;
1119,009;1218548,39;1072036;1219667,399;147631,399;;;;;
1000,883;1218548,39;1071880;1219549,273;147669,273;;;;;
1002,249;1218548,39;1074793;1219550,639;144757,639;;;;;
1051,58;1218548,39;1079561;1219599,97;140038,97;;;;;
1062,974;1218548,39;1083070;1219611,364;136541,364;;;;;
1074,178;1218548,39;1082418;1219622,568;137204,568;;;;;
1355,256;1218548,39;1074605;1219903,646;145298,646;;;;;
1599,318;1218548,39;1091550;1220147,708;128597,708;;;;;
1579,33;1218548,39;1154559;1220127,72;65568,72;;;;;
1544,875;1218548,39;1262905;1220093,265;-42811,735;;;;;
1476,273;1218548,39;1322494;1220024,663;-102469,337;;;;;
1603,482;1218548,39;1305396;1220151,872;-85244,128;;;;;
1536,176;1218548,39;1253029;1220084,566;-32944,434;;;;;
1487,589;1218548,39;1191437;1220035,979;28598,979;;;;;
1372,126;1218548,39;1140622;1219920,516;79298,516;;;;;
1249,298;1218548,39;1091927;1219797,688;127870,688;;;;;
1179,502;1218548,39;1033592;1219727,892;186135,892;;;;;
1126,948;1220967,74;988727;1222094,688;233367,688;;;;;
1107,847;1220967,74;958367,5;1222075,587;263708,087;;;;;
1081,326;1220967,74;944451,3;1222049,066;277597,766;;;;;
1138,629;1220967,74;940939;1222106,369;281167,369;;;;;
1092,987;1220967,74;943136;1222060,727;278924,727;;;;;
1009,416;1220967,74;957474,8;1221977,156;264502,356;;;;;
991,751;1220967,74;989793,5;1221959,491;232165,991;;;;;
946,495;1220967,74;1041558;1221914,235;180356,235;;;;;
1012,553;1220967,74;1100786;1221980,293;121194,293;;;;;
989,939;1220967,74;1163944;1221957,679;58013,679;;;;;
1131,887;1220967,74;1203165;1222099,627;18934,627;;;;;
1317,214;1220967,74;1229376;1222284,954;-7091,046;;;;;
1555,032;1220967,74;1242853;1222522,772;-20330,228;;;;;
1788,173;1220967,74;1237754;1222755,913;-14998,087;;;;;
1971,242;1220967,74;1238330;1222938,982;-15391,018;;;;;
2211,24;1220967,74;1282837;1223178,98;-59658,02;;;;;
2251,747;1220967,74;1355407;1223219,487;-132187,513;;;;;
2448,03;1220967,74;1381748;1223415,77;-158332,23;;;;;
2196,237;1220967,74;1361413;1223163,977;-138249,023;;;;;
2004,324;1220967,74;1300093;1222972,064;-77120,936;;;;;
1791,396;1220967,74;1242968;1222759,136;-20208,864;;;;;
1854,658;1220967,74;1189725;1222822,398;33097,398;;;;;
1761,579;1220967,74;1137680;1222729,319;85049,319;;;;;
1738,508;1220967,74;1081994;1222706,248;140712,248;;;;;
1712,842;1251612,9;1032845;1253325,742;220480,742;;;;;
1797,137;1251612,9;1003616;1253410,037;249794,037;;;;;
1782,467;1251612,9;991418,2;1253395,367;261977,167;;;;;
1703,697;1251612,9;983265,5;1253316,597;270051,097;;;;;
1638,626;1251612,9;981700;1253251,526;271551,526;;;;;
